University,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District_of_Columbia,Federated_States_of_Micronesia,Florida,Foreign_countries,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Marshall_Islands,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Marianas,Ohio,Oklahoma,Oregon,Outlying_areas_total,Palau,Pennsylvania,Puerto_Rico,Residence_not_reported,Rhode_Island,South_Carolina,South_Dakota,State_unknown,Tennessee,Texas,Utah,Vermont,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming
Stevens Institute of Technology,0.0,0.0,0.0,2.0,0.0,30.0,3.0,13.0,3.0,0.0,0.0,4.0,49.0,2.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,678.0,0.0,149.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,3.0,0.0,0.0,12.0,3.0,8.0,0.0,0.0,0.0,7.0,5.0,0.0,1.0,1.0
Stevenson University,1.0,2.0,0.0,1.0,0.0,3.0,1.0,6.0,11.0,3.0,0.0,9.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,534.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,21.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,19.0,0.0,2.0,1.0,0.0
Stillman College,105.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Stockton University,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Stone Child College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stonehill College,0.0,0.0,0.0,1.0,0.0,6.0,1.0,50.0,1.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,20.0,0.0,5.0,494.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,53.0,24.0,0.0,31.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,34.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
Stony Brook University,1.0,0.0,0.0,2.0,0.0,19.0,4.0,37.0,2.0,2.0,0.0,12.0,533.0,10.0,0.0,2.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,19.0,32.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,7.0,103.0,0.0,3156.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,23.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,13.0,0.0,1.0,0.0,12.0,5.0,1.0,2.0,1.0
Suffolk University,1.0,2.0,0.0,4.0,0.0,13.0,0.0,43.0,1.0,0.0,0.0,28.0,93.0,4.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,5.0,583.0,2.0,5.0,0.0,2.0,0.0,0.0,2.0,47.0,21.0,1.0,21.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,9.0,1.0,9.0,27.0,0.0,0.0,0.0,3.0,14.0,0.0,7.0,0.0,3.0,0.0,1.0,1.0,0.0
Sul Ross State University,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Summit Christian College,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Susquehanna University,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,40.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,376.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0
Swarthmore College,1.0,1.0,0.0,5.0,4.0,42.0,7.0,7.0,8.0,4.0,0.0,11.0,58.0,5.0,1.0,1.0,3.0,9.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,25.0,15.0,3.0,5.0,1.0,5.0,2.0,0.0,1.0,2.0,31.0,2.0,54.0,10.0,1.0,0.0,6.0,4.0,4.0,1.0,0.0,42.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,1.0
Sweet Briar College,0.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,59.0,1.0,3.0,0.0,0.0
Syracuse University,1.0,1.0,0.0,12.0,3.0,251.0,21.0,186.0,14.0,16.0,0.0,89.0,233.0,29.0,0.0,5.0,3.0,92.0,10.0,1.0,3.0,5.0,8.0,24.0,0.0,137.0,331.0,33.0,15.0,1.0,13.0,0.0,3.0,7.0,25.0,439.0,1.0,1204.0,31.0,1.0,0.0,52.0,1.0,17.0,20.0,0.0,222.0,18.0,0.0,28.0,2.0,0.0,0.0,8.0,82.0,1.0,16.0,2.0,96.0,31.0,1.0,11.0,3.0
Tabor College,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Tacoma Community College,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,2.0,0.0,0.0,0.0,1109.0,0.0,0.0,0.0
Taft College,0.0,0.0,0.0,0.0,0.0,1038.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Talladega College,121.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,64.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,33.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tallahassee State College,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,3924.0,18.0,43.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,16.0,5.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,16.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0
Talmudic College of Florida,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Talmudical Academy-New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Talmudical Institute of Upstate New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Talmudical Seminary Oholei Torah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Talmudical Seminary of Bobov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Talmudical Yeshiva of Philadelphia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tarleton State University,0.0,0.0,0.0,2.0,1.0,14.0,6.0,0.0,0.0,0.0,0.0,6.0,14.0,4.0,0.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2895.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0
Taylor University,0.0,1.0,0.0,1.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,1.0,74.0,250.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,64.0,4.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,60.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0
Telshe Yeshiva-Chicago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Temple University,1.0,2.0,0.0,4.0,1.0,42.0,8.0,56.0,68.0,111.0,0.0,38.0,139.0,17.0,0.0,1.0,1.0,33.0,2.0,3.0,2.0,0.0,4.0,9.0,0.0,360.0,58.0,3.0,7.0,2.0,6.0,0.0,1.0,8.0,16.0,501.0,1.0,245.0,15.0,0.0,0.0,11.0,0.0,4.0,7.0,0.0,2918.0,7.0,3.0,10.0,7.0,0.0,0.0,9.0,21.0,2.0,5.0,0.0,80.0,11.0,1.0,3.0,0.0
Tennessee State University,32.0,0.0,0.0,1.0,22.0,9.0,2.0,0.0,0.0,2.0,0.0,30.0,16.0,117.0,0.0,0.0,0.0,58.0,40.0,1.0,0.0,24.0,4.0,0.0,0.0,5.0,0.0,26.0,4.0,13.0,22.0,0.0,3.0,2.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,364.0,17.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,0.0
Tennessee Technological University,6.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0,24.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,12.0,2.0,1.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1891.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0
Tennessee Wesleyan University,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Texas A & M International University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Texas A & M University-Corpus Christi,1.0,1.0,0.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,17.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2162.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0
Texas A&M University-Central Texas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas A&M University-College Station,3.0,5.0,0.0,19.0,11.0,89.0,30.0,9.0,5.0,0.0,0.0,29.0,146.0,39.0,0.0,5.0,2.0,19.0,8.0,8.0,10.0,3.0,40.0,0.0,0.0,21.0,17.0,10.0,8.0,4.0,14.0,3.0,2.0,14.0,1.0,19.0,13.0,18.0,9.0,0.0,0.0,10.0,7.0,9.0,0.0,0.0,16.0,0.0,1.0,2.0,8.0,1.0,0.0,26.0,11745.0,2.0,1.0,0.0,38.0,24.0,0.0,4.0,3.0
Texas A&M University-Kingsville,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas A&M University-San Antonio,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas A&M University-Texarkana,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas Christian University,14.0,2.0,0.0,48.0,6.0,358.0,52.0,34.0,0.0,1.0,0.0,41.0,104.0,29.0,0.0,3.0,10.0,69.0,6.0,7.0,31.0,4.0,44.0,0.0,0.0,16.0,21.0,8.0,46.0,3.0,48.0,3.0,9.0,27.0,3.0,15.0,2.0,29.0,27.0,1.0,0.0,8.0,31.0,27.0,0.0,0.0,21.0,0.0,0.0,2.0,16.0,3.0,10.0,36.0,1090.0,4.0,1.0,0.0,33.0,38.0,1.0,10.0,1.0
Texas College,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Texas Lutheran University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas Southern University,3.0,0.0,0.0,6.0,13.0,42.0,5.0,0.0,0.0,2.0,0.0,10.0,0.0,24.0,0.0,0.0,0.0,37.0,11.0,1.0,5.0,2.0,65.0,0.0,0.0,7.0,0.0,16.0,8.0,2.0,10.0,0.0,4.0,6.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,6.0,9.0,1.0,1.0,0.0,6.0,0.0,32.0,0.0,3.0,0.0,0.0,10.0,1263.0,0.0,0.0,1.0,2.0,3.0,0.0,5.0,0.0
Texas State University,1.0,0.0,0.0,4.0,2.0,17.0,9.0,3.0,0.0,0.0,0.0,8.0,391.0,6.0,2.0,1.0,1.0,11.0,2.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,4.0,3.0,7.0,1.0,1.0,0.0,3.0,4.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,7652.0,0.0,1.0,0.0,10.0,7.0,0.0,5.0,1.0
Texas Tech University,1.0,1.0,0.0,19.0,3.0,62.0,73.0,2.0,1.0,1.0,0.0,12.0,117.0,7.0,2.0,11.0,0.0,26.0,4.0,8.0,8.0,1.0,5.0,0.0,0.0,4.0,7.0,4.0,4.0,5.0,3.0,0.0,1.0,6.0,1.0,11.0,180.0,8.0,5.0,0.0,0.0,3.0,15.0,5.0,4.0,0.0,11.0,2.0,0.0,1.0,3.0,1.0,3.0,5.0,6089.0,1.0,1.0,0.0,23.0,2.0,0.0,8.0,0.0
Texas Wesleyan University,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas Woman's University,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1563.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Catholic University of America,0.0,1.0,0.0,4.0,0.0,14.0,3.0,14.0,8.0,61.0,0.0,21.0,55.0,4.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,175.0,24.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,65.0,0.0,64.0,9.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,87.0,5.0,0.0,8.0,3.0,0.0,3.0,2.0,7.0,0.0,2.0,0.0,68.0,2.0,2.0,2.0,0.0
The Chicago School at Chicago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Chicago School at Los Angeles,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Christ College of Nursing and Health Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
