University,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District_of_Columbia,Federated_States_of_Micronesia,Florida,Foreign_countries,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Marshall_Islands,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Marianas,Ohio,Oklahoma,Oregon,Outlying_areas_total,Palau,Pennsylvania,Puerto_Rico,Residence_not_reported,Rhode_Island,South_Carolina,South_Dakota,State_unknown,Tennessee,Texas,Utah,Vermont,Virgin_Islands,Virginia,Washington,West_Virginia,Wisconsin,Wyoming
Aquinas College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Arapahoe Community College,0.0,0.0,0.0,1.0,0.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Arcadia University,1.0,0.0,0.0,2.0,0.0,4.0,2.0,4.0,15.0,1.0,0.0,10.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,97.0,1.0,26.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,384.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
Arizona Christian University,0.0,3.0,0.0,145.0,0.0,52.0,16.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,2.0,7.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,2.0,11.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,3.0,0.0,0.0,0.0,17.0,0.0,1.0,1.0
Arizona State University Campus Immersion,11.0,23.0,0.0,8909.0,11.0,1168.0,247.0,28.0,10.0,1.0,0.0,57.0,1003.0,44.0,4.0,58.0,23.0,267.0,54.0,30.0,22.0,9.0,11.0,5.0,1.0,43.0,61.0,67.0,132.0,4.0,46.0,22.0,24.0,136.0,9.0,120.0,83.0,97.0,27.0,15.0,0.0,55.0,18.0,103.0,10.0,0.0,103.0,4.0,0.0,5.0,15.0,17.0,16.0,29.0,336.0,45.0,4.0,1.0,67.0,294.0,0.0,98.0,7.0
Arizona State University Digital Immersion,34.0,8.0,0.0,370.0,24.0,432.0,93.0,16.0,6.0,7.0,0.0,144.0,56.0,108.0,0.0,29.0,18.0,104.0,56.0,13.0,22.0,30.0,21.0,5.0,0.0,43.0,37.0,63.0,52.0,11.0,35.0,11.0,12.0,69.0,11.0,48.0,16.0,77.0,53.0,11.0,0.0,80.0,42.0,35.0,0.0,0.0,100.0,0.0,0.0,5.0,57.0,15.0,10.0,47.0,284.0,41.0,0.0,0.0,82.0,153.0,17.0,46.0,11.0
Arkansas Baptist College,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas State University,4.0,0.0,0.0,0.0,1373.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,318.0,8.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,116.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,73.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Arkansas Tech University,0.0,0.0,0.0,1.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Arlington Baptist University,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Art Academy of Cincinnati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Art Center College of Design,0.0,0.0,0.0,0.0,0.0,157.0,0.0,1.0,0.0,0.0,0.0,2.0,156.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Asbury University,2.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,19.0,6.0,0.0,0.0,1.0,7.0,22.0,2.0,3.0,180.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,11.0,0.0,0.0,18.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,6.0,1.0,1.0,0.0,7.0,0.0,3.0,1.0,0.0
Ascent College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Ashland University,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,20.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0
Associated Beth Rivkah Schools,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,43.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Assumption University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,349.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Atenas University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Metropolitan State College,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlantic University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Auburn University,3223.0,0.0,0.0,16.0,19.0,78.0,61.0,26.0,5.0,11.0,0.0,316.0,12.0,677.0,0.0,1.0,0.0,85.0,20.0,1.0,11.0,32.0,64.0,2.0,0.0,53.0,36.0,14.0,13.0,26.0,34.0,3.0,8.0,7.0,4.0,59.0,1.0,40.0,185.0,1.0,0.0,40.0,8.0,0.0,0.0,0.0,63.0,0.0,80.0,2.0,68.0,0.0,3.0,273.0,297.0,5.0,0.0,0.0,98.0,3.0,3.0,16.0,0.0
Auburn University at Montgomery,295.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Augsburg University,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,576.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
Augusta University,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,19.0,12.0,851.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,8.0,0.0,0.0,9.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,210.0,1.0,8.0,35.0,49.0,19.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0
Augustana College,1.0,0.0,0.0,1.0,0.0,12.0,21.0,1.0,0.0,0.0,0.0,2.0,165.0,2.0,0.0,0.0,1.0,352.0,7.0,30.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0
Augustana University,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,2.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0
Aultman College of Nursing and Health Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurora University,0.0,1.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,1.0,583.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0
Austin College,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Community College District,3.0,0.0,0.0,2.0,1.0,18.0,3.0,0.0,0.0,0.0,0.0,1.0,101.0,2.0,0.0,1.0,1.0,6.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,6439.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
Austin Peay State University,9.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,0.0,4.0,8.0,0.0,2.0,77.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,11.0,1488.0,6.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0
Ave Maria University,3.0,0.0,0.0,4.0,1.0,3.0,5.0,6.0,1.0,0.0,0.0,101.0,9.0,7.0,0.0,0.0,2.0,24.0,8.0,0.0,4.0,1.0,9.0,0.0,0.0,10.0,1.0,33.0,4.0,0.0,3.0,5.0,3.0,0.0,4.0,4.0,5.0,19.0,6.0,2.0,0.0,8.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,0.0,0.0,5.0,13.0,1.0,0.0,0.0,17.0,4.0,0.0,11.0,0.0
Averett University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,18.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,142.0,0.0,1.0,0.0,0.0
Avila University,0.0,1.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,162.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Azusa Pacific University,0.0,0.0,0.0,5.0,0.0,312.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,42.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
Babson College,0.0,0.0,0.0,2.0,0.0,29.0,5.0,21.0,0.0,2.0,0.0,46.0,177.0,5.0,0.0,6.0,1.0,14.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,5.0,112.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,10.0,31.0,0.0,74.0,2.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,10.0,5.0,13.0,9.0,0.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,6.0,6.0,0.0,1.0,0.0
Bais Binyomin Academy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bais HaMedrash and Mesivta of Baltimore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bais Medrash Elyon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bais Medrash Mayan Hatorah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bais Medrash Toras Chesed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bais Medrash of Dexter Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baker College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baker University,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakersfield College,0.0,0.0,0.0,0.0,0.0,3186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baldwin Wallace University,1.0,0.0,0.0,1.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,0.0,0.0,7.0,6.0,2.0,1.0,4.0,2.0,0.0,0.0,2.0,3.0,11.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,19.0,1.0,0.0,0.0,546.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,6.0,1.0,2.0,2.0,0.0
Ball State University,1.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,7.0,26.0,2.0,0.0,0.0,3.0,102.0,3359.0,1.0,3.0,12.0,3.0,0.0,0.0,1.0,2.0,24.0,5.0,0.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,4.0,0.0,0.0,56.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,4.0,5.0,10.0,0.0,0.0,0.0,13.0,3.0,1.0,3.0,0.0
Baptist Health Sciences University,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baptist Missionary Association Theological Seminary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baptist University of Florida,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baptist University of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barclay College,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
